"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Angel of the Ruins","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","63","False","False",""
"1","1","Angelic Edict","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","490","False","False",""
"1","1","Anticipate","iko","Near Mint","English","foil","","2026-05-30 18:24:46.773000","40","False","False","0.12"
"1","1","Apostle of Invasion","one","Near Mint","English","","","2026-05-27 15:24:38.060000","3","False","False","0.09"
"1","1","April O'Neil, Kunoichi Trainee","tmt","Near Mint","English","foil","","2026-07-13 23:07:19.073000","3","False","False","0.10"
"1","1","April O'Neil, Kunoichi Trainee","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","3","False","False","0.04"
"1","1","April, Reporter of the Weird","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","30","False","False","0.11"
"1","1","Arasta of the Endless Web","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","205","False","False",""
"1","1","Arcane Denial","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","187","False","False",""
"1","1","Arcane Epiphany","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","29","False","False",""
"1","1","Arcane Signet","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","127","False","False",""
"1","1","Arcane Signet","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","55","False","False",""
"1","1","Arcane Signet","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","53","False","False",""
"1","1","Arcane Signet","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","127","False","False",""
"1","1","Archaic's Agony","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","107","False","False","0.09"
"1","1","Archmage Emeritus","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","188","False","False",""
"1","1","Arlinn Kord // Arlinn, Embraced by the Moon","plst","Near Mint","English","","","2026-08-02 17:59:49.867000","SOI-243","False","False",""
"1","1","Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","mid","Near Mint","English","","","2026-08-02 17:59:49.867000","279","False","False",""
"1","1","Arlinn, Voice of the Pack","war","Near Mint","English","","","2026-08-02 17:59:49.867000","150","False","False",""
"1","1","Arnyn, Deathbloom Botanist","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","74","False","False","0.25"
"1","1","Ascendant Dustspeaker","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","8","False","False","0.06"
"1","1","Ascendant Packleader","vow","Near Mint","English","","","2026-08-02 17:59:49.867000","186","False","False",""
"1","1","Ashe, Princess of Dalmasca","fin","Near Mint","English","","","2026-07-13 23:07:19.073000","7","False","False","0.14"
"1","1","Ashling, the Limitless","ecc","Near Mint","English","foil","","2026-08-02 17:58:36.490000","1","False","False",""
"1","1","Astral Cornucopia","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","131","False","False",""
"2","2","Attercop","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","116","False","False","0.18"
"1","1","Attercop","hob","Near Mint","English","foil","","2026-08-09 20:07:25.990000","116","False","False","0.19"
"1","1","Auntie's Sentence","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","85","False","False","0.08"
"1","1","Auntie's Sentence","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","85","False","False","0.11"
"1","1","Auspicious Starrix","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","294","False","False","0.29"
"1","1","Autarch Mammoth","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","153","False","False","0.10"
"1","1","Auxiliary Boosters","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","5","False","False","0.05"
"1","1","Avenger of Zendikar","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","98","False","False",""
"1","1","Avishkar Raceway","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","249","False","False","0.09"
"1","1","Azog, Moria's Ruin","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","61","False","False","0.63"
"2","2","Bakersbane Duo","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","163","False","False","0.09"
"1","1","Bakersbane Duo","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","163","False","False","0.10"
"1","1","Bane of Progress","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","99","False","False",""
"1","1","Baneblade Scoundrel // Baneclaw Marauder","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","85","False","False","0.05"
"1","1","Banishing Light","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","1","False","False","0.10"
"1","1","Banishing Light","eoe","Near Mint","English","foil","","2026-06-05 12:15:46.160000","6","False","False","0.02"
"1","1","Banishing Light","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","6","False","False","0.06"
"1","1","Bard the Bowman","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","145","False","False","0.16"
"1","1","Bard's Company","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","146","False","False","0.02"
"1","1","Barkform Harvester","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","243","False","False","0.15"
"1","1","Barkform Harvester","blb","Near Mint","English","","","2026-05-14 23:46:10.743000","243","False","False","0.13"
"1","1","Barkform Harvester","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","243","False","False","0.16"
"1","1","Barren Moor","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","292","False","False",""
"1","1","Bastion of Remembrance","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","179","False","False",""
"1","1","Battlefield Forge","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","58","False","False",""
"1","1","Battle-Rattle Shaman","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","533","False","False",""
"1","1","Bear","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","7","False","False",""
"1","1","Bear Cub","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","552","False","False",""
"1","1","Beast-Kin Ranger","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","100","False","False",""
"1","1","Beastmaster Ascension","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","118","False","False",""
"1","1","Bebop, Warthog Warrior","tmt","Near Mint","English","foil","","2026-07-13 23:07:19.073000","59","False","False","0.16"
"2","2","Bebop, Warthog Warrior","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","59","False","False","0.07"
"1","1","Beledros Witherbloom","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","247","False","False",""
"1","1","Belladonna Took","hob","Near Mint","English","foil","","2026-08-19 19:31:09.600000","4","False","False",""
"2","2","Belladonna Took","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","4","False","False","2.02"
"3","3","Bellowing Crier","blb","Near Mint","English","","","2026-05-03 23:10:15.600000","42","False","False",""
"1","1","Belonging","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","5","False","False",""
"1","1","Beorn the Fierce","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","119","False","False","7.77"
"2","2","Beorn, Reluctant Host // Till and Tend","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","118","False","False","0.07"
"1","1","Berta, Wise Extrapolator","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","175","False","False","0.22"
"1","1","Big Score","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","237","False","False",""
"1","1","Bigfin Bouncer","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","31","False","False",""
"2","2","Bilbo Baggins, Burglar // Take a Glance","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","34","False","False","0.15"
"3","3","Bilbo's Deadly Slice","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","62","False","False","0.16"
"1","1","Bilious Skulldweller","one","Near Mint","English","","","2026-05-27 15:24:38.060000","83","False","False","0.14"
"1","1","Binding the Old Gods","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","248","False","False",""
"1","1","Biogenic Upgrade","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","553","False","False",""
"1","1","Bishop's Soldier","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","491","False","False",""
"1","1","Bite Down","dmu","Near Mint","English","","","2026-08-02 17:59:49.867000","155","False","False",""
"1","1","Bite Down","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","212","False","False",""
"1","1","Blasphemous Act","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","238","False","False",""
"1","1","Blasphemous Act","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","89","False","False",""
"1","1","Blightbelly Rat","one","Near Mint","English","","","2026-05-27 15:24:38.060000","289","False","False","0.07"
"1","1","Blood Curdle","plst","Near Mint","English","","","2026-08-20 10:56:00.677000","IKO-75","False","False",""
"1","1","Bloodtithe Collector","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","516","False","False",""
"1","1","Blooming Blast","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","126","False","False","0.11"
"1","1","Blossoming Sands","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","244","False","False","0.07"
"4","4","Blossoming Sands","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","396","False","False",""
"1","1","Bofur, Reliable Guardian // Concerted Care","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","6","False","False","0.18"
"1","1","Bogslither's Embrace","ecl","Near Mint","English","","","2026-05-03 23:08:48.333000","94","False","False","0.08"
"1","1","Bogwater Lumaret","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","177","False","False","0.10"
"1","1","Bojuka Bog","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","294","False","False",""
"1","1","Bolg's Company","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","149","False","False","0.15"
"1","1","Bombard","eoe","Near Mint","English","","","2026-06-05 12:15:46.160000","129","False","False","0.04"
"2","2","Bonebind Orator","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","84","False","False","0.08"
"1","1","Bonebind Orator","blb","Near Mint","English","","","2026-05-14 23:46:10.743000","84","False","False","0.07"
"1","1","Bonepicker Skirge","one","Near Mint","English","","","2026-05-27 15:24:38.060000","86","False","False","0.07"
"1","1","Boneyard Lurker","iko","Near Mint","English","","","2026-05-30 18:24:46.773000","298","False","False","0.26"
"1","1","Boon of the Wish-Giver","iko","Near Mint","English","foil","","2026-05-30 18:24:46.773000","43","False","False","0.53"
"1","1","Bothersome Noisemaker","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","89","False","False","0.13"
"3","3","Boughside Wanderers","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","121","False","False","0.48"
"1","1","Brambleback Brute","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","128","False","False","0.04"
"1","1","Brambleback Brute","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","128","False","False","0.09"
"1","1","Brave-Kin Duo","blb","Near Mint","English","foil","","2026-08-02 17:45:48.183000","3","False","False","0.11"
"2","2","Brave-Kin Duo","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","3","False","False","0.06"
"1","1","Brazen Borrower // Petty Theft","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","190","False","False",""
"1","1","Breakneck Rider // Neck Breaker","soi","Near Mint","English","","","2026-08-02 17:59:49.867000","147","False","False",""
"1","1","Bria, Riptide Rogue","blb","Near Mint","English","foil","","2026-05-03 23:10:15.600000","379","False","False",""
"1","1","Brilliance Unleashed","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","141","False","False","0.02"
"1","1","Brineborn Cutthroat","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","152","False","False",""
"1","1","Bristling Backwoods","otj","Near Mint","English","","","2026-08-03 09:37:46.710000","253","False","False",""
"1","1","Broken Wings","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","214","False","False",""
"1","1","Brudiclad, Telchor Engineer","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","299","False","False",""
"1","1","Builder's Talent","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","5","False","False","0.06"
"1","1","Bulwark Ox","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","7","False","False","0.26"
"1","1","Bumbleflower's Sharepot","blb","Near Mint","English","","","2026-05-14 23:46:10.743000","244","False","False","0.13"
"1","1","Buried Ruin","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","150","False","False",""
"1","1","Burly Breaker // Dire-Strain Demolisher","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","299","False","False","0.07"
"1","1","Burn, Burn, Tree and Fern","hob","Near Mint","English","foil","","2026-08-09 20:07:25.990000","90","False","False","0.23"
"2","2","Burn, Burn, Tree and Fern","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","90","False","False","0.17"
"1","1","Burrog Befuddler","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","504","False","False",""
"2","2","Burrowguard Mentor","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","206","False","False",""
"1","1","Buzz Bots","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","32","False","False","0.06"
"1","1","Buzz Bots","tmt","Near Mint","English","","","2026-05-14 23:46:10.743000","32","False","False","0.11"
"1","1","Byrke, Long Ear of the Law","blb","Near Mint","English","foil","","2026-05-03 23:10:07.997000","380","False","False",""
"1","1","Cache Grab","blb","Near Mint","English","","","2026-05-03 23:10:57.657000","167","False","False",""
"1","1","Caelorna, Coral Tyrant","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","40","False","False","0.19"
"1","1","Caldaia Strongarm","snc","Near Mint","English","","","2026-05-23 19:17:58.147000","138","False","False","0.07"
"1","1","Cancel","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","505","False","False",""
"1","1","Candlegrove Witch","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","287","False","False","0.07"
"1","1","Candlelit Cavalry","mid","Near Mint","English","foil","","2026-08-02 17:45:48.183000","175","False","False","0.06"
"1","1","Cankerbloom","one","Near Mint","English","","","2026-05-27 15:24:38.060000","294","False","False","0.26"
"1","1","Canyon Vaulter","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","8","False","False","0.11"
"1","1","Carnelian Orb of Dragonkind","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","534","False","False",""
"2","2","Carrot Cake","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","7","False","False",""
"1","1","Cascade Bluffs","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","364","False","False",""
"1","1","Cascade Bluffs","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","153","False","False",""
"1","1","Casualties of War","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","125","False","False",""
"1","1","Cavalier of Thorns","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","100","False","False",""
"1","1","Cavern Whisperer","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","287","False","False","0.08"
"1","1","Cemetery Recruitment","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","517","False","False",""
"1","1","Chain Reaction","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","87","False","False",""
"1","1","Chain Reaction","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","121","False","False",""
"1","1","Chaos Spewer","ecl","Near Mint","English","","","2026-05-03 23:08:48.333000","210","False","False","0.06"
"1","1","Chaos Warp","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","239","False","False",""
"1","1","Chaos Warp","plst","Near Mint","English","","","2026-08-02 17:59:49.867000","C17-131","False","False",""
"1","1","Chaos Warp","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","49","False","False",""
"2","2","Charmed Sleep","blb","Near Mint","English","","","2026-05-03 23:10:15.600000","388","False","False",""
"1","1","Chatterfang, Squirrel General","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","209","False","False",""
"1","1","Chatterstorm","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","210","False","False",""
"1","1","Child of the Pack // Savage Packmate","vow","Near Mint","English","","","2026-08-02 17:59:49.867000","234","False","False",""
"1","1","Chitin Gravestalker","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","79","False","False","0.14"
"1","1","Chitinous Graspling","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","211","False","False","0.23"
"1","1","Chittering Skitterling","one","Near Mint","English","","","2026-05-27 15:24:38.060000","87","False","False","0.07"
"1","1","Chittering Witch","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","180","False","False",""
"1","1","Chitterspitter","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","211","False","False",""
"1","1","Chromatic Lantern","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","138","False","False",""
"1","1","Chrome Host Seedshark","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","68","False","False",""
"1","1","Cindering Cutthroat","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","208","False","False","0.06"
"1","1","Cindering Cutthroat","blb","Near Mint","English","","","2026-05-23 19:17:58.147000","208","False","False","0.04"
"2","2","Clifftop Lookout","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","168","False","False",""
"1","1","Clifftop Retreat","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","155","False","False",""
"1","1","Clinquant Skymage","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","33","False","False",""
"1","1","Cloud Key","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","54","False","False",""
"1","1","Coastal Peak","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","52","False","False",""
"1","1","Colossification","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","392","False","False",""
"1","1","Command Tower","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","59","False","False",""
"1","1","Command Tower","scd","Near Mint","English","","","2026-08-02 17:59:49.867000","297","False","False",""
"1","1","Command Tower","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","130","False","False",""
"1","1","Command Tower","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","59","False","False",""
"1","1","Command Tower","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","129","False","False",""
"2","2","Conduct Electricity","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","130","False","False","0.05"
"1","1","Conduit of Worlds","one","Near Mint","English","","","2026-05-27 15:24:38.060000","163","False","False","3.35"
"1","1","Copper Longlegs","one","Near Mint","English","","","2026-05-27 15:24:38.060000","165","False","False","0.09"
"1","1","Coretapper","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","132","False","False",""
"1","1","Corsair Captain","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","506","False","False",""
"2","2","Coruscation Mage","blb","Near Mint","English","","","2026-05-03 23:10:15.600000","131","False","False",""
"1","1","Count on Luck","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","118","False","False","0.27"
"1","1","Courier of Comestibles","pw26","Near Mint","English","","","2026-05-14 23:46:10.743000","6","False","False","0.11"
"1","1","Coveted Jewel","blc","Near Mint","English","","","2026-05-23 19:17:58.147000","268","False","False","0.28"
"1","1","Cream of the Crop","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","102","False","False",""
"1","1","Creative Technique","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","241","False","False",""
"1","1","Crib Swap","ecl","Near Mint","English","","","2026-08-02 17:58:36.490000","11","False","False",""
"1","1","Crossway Troublemakers","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","518","False","False",""
"1","1","Crow of Dark Tidings","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","519","False","False",""
"2","2","Crude Bent Blade","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","63","False","False","0.13"
"1","1","Crumb and Get It","blb","Near Mint","English","","","2026-05-14 23:46:10.743000","8","False","False","0.09"
"1","1","Crumb and Get It","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","8","False","False","0.07"
"2","2","Crustacean Commando","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","33","False","False","0.02"
"1","1","Cryogen Relic","eoe","Near Mint","English","","","2026-06-05 12:15:46.160000","52","False","False","0.47"
"1","1","Cryoshatter","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","53","False","False","0.08"
"1","1","Crystalline Crawler","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","133","False","False",""
"1","1","Cubwarden","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","279","False","False","0.45"
"1","1","Cult of the Waxing Moon","soi","Near Mint","English","","","2026-08-02 17:59:49.867000","201","False","False",""
"1","1","Cultivate","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","103","False","False",""
"1","1","Curiosity Crafter","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","191","False","False",""
"1","1","Cursed Mirror","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","242","False","False",""
"1","1","Cyberdrive Awakener","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","69","False","False",""
"1","1","Dáin Ironfoot","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","91","False","False","0.13"
"2","2","Dáin, Lord of the Iron Hills","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","8","False","False","0.31"
"1","1","Dance with Calamity","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","243","False","False",""
"1","1","Daring Waverider","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","44","False","False","0.16"
"1","1","Darksteel Reactor","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","134","False","False",""
"1","1","Dawnhand Dissident","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","98","False","False","0.63"
"1","1","Dawnhand Eulogist","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","99","False","False","0.05"
"1","1","Dawnhart Rejuvenator","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","301","False","False","0.08"
"1","1","Dawn's Light Archer","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","174","False","False","0.04"
"1","1","Day // Night","tmid","Near Mint","English","","","2026-08-02 17:45:48.183000","19","False","False","0.10"
"1","1","Daybreak Ranger // Nightfall Predator","isd","Near Mint","English","","","2026-08-02 17:59:49.867000","176","False","False",""
"1","1","Dazzling Angel","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","9","False","False",""
"1","1","Deadly Dispute","sld","Near Mint","English","","","2026-05-03 23:10:32.010000","2091","False","False",""
"1","1","Deadly Dispute","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","181","False","False",""
"1","1","Deadly Plot","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","520","False","False",""
"1","1","Deadly Riposte","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","492","False","False",""
"1","1","Death Baron","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","521","False","False",""
"2","2","Death in the Family","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","61","False","False","0.11"
"1","1","Decimate","c16","Near Mint","English","","","2026-08-02 17:59:49.867000","193","False","False",""
"1","1","Decree of Pain","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","182","False","False",""
"1","1","Deep Analysis","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","194","False","False",""
"1","1","Deep Forest Hermit","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","213","False","False",""
"1","1","Deepglow Skate","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","70","False","False",""
"1","1","Defenestrate","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","95","False","False","0.02"
"1","1","Depressurize","eoe","Near Mint","English","foil","","2026-06-30 23:34:55.230000","95","False","False","0.08"
"1","1","Depressurize","eoe","Near Mint","English","","","2026-06-05 12:15:46.160000","95","False","False","0.06"
"1","1","Depthshaker Titan","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","9","False","False",""
"1","1","Descendants' Fury","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","93","False","False",""
"1","1","Desolation Prowler","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","64","False","False","0.14"
"1","1","Determined Iteration","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","122","False","False",""
"1","1","Dewdrop Cure","blb","Near Mint","English","","","2026-05-03 23:08:48.333000","10","False","False","0.09"
"1","1","Dig Through Time","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","195","False","False",""
"2","2","Dimension X","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","183","False","False","0.10"
